State_ab,county,Labor Force,Employed,Unemployed,Unemployment Rate (%)
ND,Nelson,1403,1340,63,4.50
ND,Oliver,875,830,45,5.10
ND,Pembina,3405,3215,190,5.60
ND,Pierce,1715,1642,73,4.30
ND,Ramsey,5754,5499,255,4.40
ND,Ransom,2898,2782,116,4.00
ND,Renville,1235,1174,61,4.90
ND,Richland,8656,8325,331,3.80
ND,Rolette,4804,4154,650,13.50
ND,Sargent,2813,2694,119,4.20
ND,Sheridan,683,643,40,5.90
ND,Sioux,1200,1152,48,4.00
ND,Slope,395,383,12,3.00
ND,Stark,18471,17132,1339,7.20
ND,Steele,963,935,28,2.90
ND,Stutsman,10575,10209,366,3.50
ND,Towner,1159,1126,33,2.80
ND,Traill,4483,4322,161,3.60
ND,Walsh,5187,4953,234,4.50
ND,Ward,32163,30237,1926,6.00
ND,Wells,1918,1835,83,4.30
ND,Williams,23314,21042,2272,9.70
OH,Adams,10860,9850,1010,9.30
OH,Allen,47786,43690,4096,8.60
OH,Ashland,26265,24564,1701,6.50
OH,Ashtabula,43647,40010,3637,8.30
OH,Athens,26343,24334,2009,7.60
OH,Auglaize,24501,22818,1683,6.90
OH,Belmont,28503,25610,2893,10.10
OH,Brown,19237,17633,1604,8.30
OH,Butler,193517,179442,14075,7.30
OH,Carroll,12842,11708,1134,8.80
OH,Champaign,19780,18366,1414,7.10
OH,Clark,62600,57507,5093,8.10
OH,Clermont,105768,98483,7285,6.90
OH,Clinton,17676,16197,1479,8.40
OH,Columbiana,47034,42612,4422,9.40
OH,Coshocton,14090,12834,1256,8.90
OH,Crawford,18526,16795,1731,9.30
OH,Cuyahoga,597091,533399,63692,10.70
OH,Darke,25651,23923,1728,6.70
OH,Defiance,17726,16274,1452,8.20
OH,Delaware,112091,106072,6019,5.40
OH,Erie,36454,32666,3788,10.40
OH,Fairfield,78558,73344,5214,6.60
OH,Fayette,13938,12909,1029,7.40
OH,Franklin,699903,647092,52811,7.50
OH,Fulton,21739,20025,1714,7.90
OH,Gallia,12199,11223,976,8.00
OH,Geauga,46661,43470,3191,6.80
OH,Greene,82426,77103,5323,6.50
OH,Guernsey,18252,16664,1588,8.70
OH,Hamilton,412480,380073,32407,7.90
OH,Hancock,41424,38600,2824,6.80
OH,Hardin,13917,12789,1128,8.10
OH,Harrison,6681,6061,620,9.30
OH,Henry,12998,11945,1053,8.10
OH,Highland,17396,15886,1510,8.70
OH,Hocking,12713,11760,953,7.50
OH,Holmes,20880,20064,816,3.90
OH,Huron,27495,24892,2603,9.50
OH,Jackson,13123,11975,1148,8.70
OH,Jefferson,27420,24650,2770,10.10
OH,Knox,30907,28987,1920,6.20
OH,Lake,121960,111570,10390,8.50
OH,Lawrence,23638,21626,2012,8.50
OH,Licking,90081,84147,5934,6.60
OH,Logan,22699,20836,1863,8.20
OH,Lorain,151801,136706,15095,9.90
OH,Lucas,208080,186564,21516,10.30
OH,Madison,20485,19253,1232,6.00
OH,Mahoning,100152,89923,10229,10.20
OH,Marion,28244,26098,2146,7.60
OH,Medina,94989,87686,7303,7.70
OH,Meigs,8968,8095,873,9.70
OH,Mercer,23380,22124,1256,5.40
OH,Miami,53894,50121,3773,7.00
OH,Monroe,5656,5051,605,10.70
OH,Montgomery,251066,229324,21742,8.70
OH,Morgan,6682,6065,617,9.20
OH,Morrow,16706,15504,1202,7.20
OH,Muskingum,40198,37072,3126,7.80
OH,Noble,4636,4186,450,9.70
OH,Ottawa,20566,18690,1876,9.10
OH,Paulding,8681,8033,648,7.50
OH,Perry,15786,14447,1339,8.50
OH,Pickaway,26263,24464,1799,6.80
OH,Pike,10857,9837,1020,9.40
OH,Portage,85380,79156,6224,7.30
OH,Preble,21014,19589,1425,6.80
OH,Putnam,18530,17493,1037,5.60
OH,Richland,51670,47026,4644,9.00
OH,Ross,35186,32371,2815,8.00
OH,Sandusky,29980,27548,2432,8.10
OH,Scioto,29082,26546,2536,8.70
OH,Seneca,27108,24912,2196,8.10
OH,Shelby,23940,22093,1847,7.70
OH,Stark,183250,168443,14807,8.10
OH,Summit,267963,245734,22229,8.30
OH,Trumbull,84667,75860,8807,10.40
OH,Tuscarawas,44452,41095,3357,7.60
OH,Union,29513,27803,1710,5.80
OH,Van Wert,14734,13699,1035,7.00
OH,Vinton,5599,5083,516,9.20
OH,Warren,119580,111968,7612,6.40
OH,Washington,26808,24503,2305,8.60
OH,Wayne,60299,56754,3545,5.90
OH,Williams,18782,17330,1452,7.70
OH,Wood,69186,64309,4877,7.00
OH,Wyandot,12893,12001,892,6.90
OK,Adair,8260,7771,489,5.90
OK,Alfalfa,2746,2645,101,3.70
OK,Atoka,5113,4745,368,7.20
OK,Beaver,2570,2501,69,2.70
OK,Beckham,9942,9179,763,7.70
OK,Blaine,4375,4110,265,6.10
OK,Bryan,22318,21168,1150,5.20
OK,Caddo,11894,11180,714,6.00
OK,Canadian,77282,72687,4595,5.90
OK,Carter,21239,19729,1510,7.10
OK,Cherokee,19489,18401,1088,5.60
OK,Choctaw,5552,5128,424,7.60
OK,Cimarron,1397,1368,29,2.10
OK,Cleveland,142056,134026,8030,5.70
OK,Coal,2275,2117,158,6.90
OK,Comanche,47820,44578,3242,6.80
OK,Cotton,2704,2511,193,7.10
OK,Craig,5785,5468,317,5.50
OK,Creek,30901,28850,2051,6.60
OK,Custer,15019,14197,822,5.50
OK,Delaware,18276,17287,989,5.40
OK,Dewey,2676,2545,131,4.90
OK,Ellis,2129,2032,97,4.60
OK,Garfield,26854,25369,1485,5.50
OK,Garvin,12694,11894,800,6.30
OK,Grady,26284,24650,1634,6.20
OK,Grant,2760,2667,93,3.40
OK,Greer,1867,1725,142,7.60
OK,Harmon,1168,1126,42,3.60
OK,Harper,1763,1702,61,3.50
OK,Haskell,4216,3877,339,8.00
OK,Hughes,5295,4892,403,7.60
OK,Jackson,10567,10131,436,4.10
OK,Jefferson,2554,2384,170,6.70
OK,Johnston,3743,3454,289,7.70
OK,Kay,18245,17017,1228,6.70
OK,Kingfisher,8721,8336,385,4.40
OK,Kiowa,3499,3320,179,5.10
OK,Latimer,3138,2816,322,10.30
OK,Le Flore,19023,17673,1350,7.10
OK,Lincoln,15458,14577,881,5.70
OK,Logan,22227,21070,1157,5.20
OK,Love,6495,6218,277,4.30
OK,McClain,19999,18886,1113,5.60
OK,McCurtain,14944,13932,1012,6.80
OK,McIntosh,7105,6496,609,8.60
OK,Major,3668,3491,177,4.80
OK,Marshall,6802,6356,446,6.60
OK,Mayes,19241,18247,994,5.20
OK,Murray,6110,5728,382,6.30
OK,Muskogee,28999,27213,1786,6.20
OK,Noble,5451,5225,226,4.10
OK,Nowata,4588,4343,245,5.30
OK,Okfuskee,4388,4090,298,6.80
OK,Oklahoma,383293,358408,24885,6.50
OK,Okmulgee,15323,14185,1138,7.40
OK,Osage,20130,18796,1334,6.60
OK,Ottawa,14226,13408,818,5.80
OK,Pawnee,7223,6742,481,6.70
OK,Payne,37540,35533,2007,5.30
OK,Pittsburg,16610,15332,1278,7.70
OK,Pontotoc,19111,18110,1001,5.20
OK,Pottawatomie,32172,30179,1993,6.20
OK,Pushmataha,4443,4143,300,6.80
OK,Roger Mills,1773,1682,91,5.10
OK,Rogers,44609,41984,2625,5.90
OK,Seminole,9170,8479,691,7.50
OK,Sequoyah,16378,15242,1136,6.90
OK,Stephens,18430,16974,1456,7.90
OK,Texas,11246,10982,264,2.30
OK,Tillman,3018,2827,191,6.30
OK,Tulsa,322431,301019,21412,6.60
OK,Wagoner,38363,36111,2252,5.90
OK,Washington,22159,20841,1318,5.90
OK,Washita,5082,4735,347,6.80
OK,Woods,4580,4421,159,3.50
OK,Woodward,8881,8271,610,6.90
OR,Baker,7269,6747,522,7.20
OR,Benton,46653,44036,2617,5.60
OR,Clackamas,218357,202544,15813,7.20
OR,Clatsop,19269,17441,1828,9.50
OR,Columbia,24130,22221,1909,7.90
OR,Coos,26580,24285,2295,8.60
OR,Crook,10369,9454,915,8.80
OR,Curry,8961,8183,778,8.70
OR,Deschutes,98204,90396,7808,8.00
OR,Douglas,47323,43658,3665,7.70
OR,Gilliam,992,930,62,6.30
OR,Grant,3201,2933,268,8.40
OR,Harney,3635,3420,215,5.90
OR,Hood River,14100,13215,885,6.30
OR,Jackson,105118,96906,8212,7.80
OR,Jefferson,10321,9470,851,8.20
OR,Josephine,36117,33262,2855,7.90
OR,Klamath,29519,26952,2567,8.70
OR,Lake,3656,3450,206,5.60
OR,Lane,179141,165033,14108,7.90
OR,Lincoln,20757,18505,2252,10.80
OR,Linn,59127,54551,4576,7.70
OR,Malheur,12578,11918,660,5.20
OR,Marion,162560,151236,11324,7.00
OR,Morrow,5770,5473,297,5.10
OR,Multnomah,456024,416679,39345,8.60
OR,Polk,40644,37994,2650,6.50
OR,Sherman,977,916,61,6.20
OR,Tillamook,11862,10910,952,8.00
OR,Umatilla,36986,34480,2506,6.80
OR,Union,12014,11072,942,7.80
OR,Wallowa,3462,3216,246,7.10
OR,Wasco,13452,12498,954,7.10
OR,Washington,320607,299729,20878,6.50
OR,Wheeler,694,664,30,4.30
OR,Yamhill,54131,50468,3663,6.80
PA,Adams,54605,50835,3770,6.90
PA,Allegheny,644176,585953,58223,9.00
PA,Armstrong,31723,28603,3120,9.80
PA,Beaver,83688,75060,8628,10.30
PA,Bedford,23950,21791,2159,9.00
PA,Berks,214967,194595,20372,9.50
PA,Blair,60042,54823,5219,8.70
PA,Bradford,28471,26329,2142,7.50
PA,Bucks,343462,315041,28421,8.30
PA,Butler,99378,91640,7738,7.80
PA,Cambria,56988,51562,5426,9.50
PA,Cameron,2065,1807,258,12.50
PA,Carbon,31966,28839,3127,9.80
PA,Centre,77577,73057,4520,5.80
PA,Chester,285148,266873,18275,6.40
PA,Clarion,16995,15585,1410,8.30
PA,Clearfield,36093,32772,3321,9.20
PA,Clinton,17910,16349,1561,8.70
PA,Columbia,33784,31042,2742,8.10
PA,Crawford,38660,35224,3436,8.90
PA,Cumberland,133054,124212,8842,6.60
PA,Dauphin,146534,133508,13026,8.90
PA,Delaware,298936,271519,27417,9.20
PA,Elk,15420,13546,1874,12.20
PA,Erie,128723,116100,12623,9.80
PA,Fayette,56830,50131,6699,11.80
PA,Forest,1815,1623,192,10.60
PA,Franklin,78502,72545,5957,7.60
PA,Fulton,7504,6609,895,11.90
PA,Greene,16153,14579,1574,9.70
PA,Huntingdon,19826,17736,2090,10.50
PA,Indiana,38132,34661,3471,9.10
PA,Jefferson,20351,18565,1786,8.80
PA,Juniata,12745,11830,915,7.20
PA,Lackawanna,105010,94896,10114,9.60
PA,Lancaster,285487,264119,21368,7.50
PA,Lawrence,40785,36557,4228,10.40
PA,Lebanon,72985,67204,5781,7.90
PA,Lehigh,194736,176099,18637,9.60
PA,Luzerne,159443,141990,17453,10.90
PA,Lycoming,56760,51752,5008,8.80
PA,McKean,17323,15621,1702,9.80
PA,Mercer,48710,43991,4719,9.70
PA,Mifflin,21331,19526,1805,8.50
PA,Monroe,82783,73276,9507,11.50
PA,Montgomery,454869,420355,34514,7.60
PA,Montour,9096,8531,565,6.20
PA,Northampton,161346,146914,14432,8.90
PA,Northumberland,42800,38777,4023,9.40
PA,Perry,24330,22681,1649,6.80
PA,Philadelphia/city,736067,644480,91587,12.40
PA,Pike,25415,22737,2678,10.50
PA,Potter,7289,6607,682,9.40
PA,Schuylkill,66976,60768,6208,9.30
PA,Snyder,19648,18143,1505,7.70
PA,Somerset,33152,30019,3133,9.50
PA,Sullivan,2614,2391,223,8.50
PA,Susquehanna,20029,18558,1471,7.30
PA,Tioga,19110,17382,1728,9.00
PA,Union,19552,18234,1318,6.70
PA,Venango,22410,20410,2000,8.90
PA,Warren,18862,17332,1530,8.10
PA,Washington,106805,96787,10018,9.40
PA,Wayne,22391,20338,2053,9.20
PA,Westmoreland,178773,162500,16273,9.10
PA,Wyoming,13340,12215,1125,8.40
PA,York,236371,217448,18923,8.00
RI,Bristol,26049,24111,1938,7.40
RI,Kent,92814,84857,7957,8.60
RI,Newport,44473,40912,3561,8.00
RI,Providence,334632,301230,33402,10.00
RI,Washington,69088,63803,5285,7.60
SC,Abbeville,9736,9107,629,6.50
SC,Aiken,73641,70057,3584,4.90
SC,Allendale,2547,2310,237,9.30
SC,Anderson,88440,83340,5100,5.80
SC,Bamberg,4742,4327,415,8.80
SC,Barnwell,7750,7193,557,7.20
SC,Beaufort,74689,70743,3946,5.30
SC,Berkeley,104073,98469,5604,5.40
SC,Calhoun,6339,5960,379,6.00
SC,Charleston,206334,193644,12690,6.20
SC,Cherokee,24736,22807,1929,7.80
SC,Chester,13154,11997,1157,8.80
SC,Chesterfield,21298,20043,1255,5.90
SC,Clarendon,12438,11621,817,6.60
SC,Colleton,16233,15272,961,5.90
SC,Darlington,29821,27944,1877,6.30
SC,Dillon,12929,12156,773,6.00
SC,Dorchester,75805,71521,4284,5.70
SC,Edgefield,10352,9833,519,5.00
SC,Fairfield,9182,8462,720,7.80
SC,Florence,65409,61858,3551,5.40
SC,Georgetown,25508,23643,1865,7.30
SC,Greenville,251085,237271,13814,5.50
SC,Greenwood,30692,28785,1907,6.20
SC,Hampton,7975,7594,381,4.80
SC,Horry,144273,132169,12104,8.40
SC,Jasper,12780,12147,633,5.00
SC,Kershaw,28830,27342,1488,5.20
SC,Lancaster,42172,39386,2786,6.60
SC,Laurens,29285,27330,1955,6.70
SC,Lee,6652,6157,495,7.40
SC,Lexington,147607,141382,6225,4.20
SC,McCormick,3273,3061,212,6.50
SC,Marion,12937,11953,984,7.60
SC,Marlboro,9051,8194,857,9.50
SC,Newberry,18800,17929,871,4.60
SC,Oconee,34191,32421,1770,5.20
SC,Orangeburg,33961,30969,2992,8.80
SC,Pickens,55575,52706,2869,5.20
SC,Richland,194203,183126,11077,5.70
SC,Saluda,8320,7973,347,4.20
SC,Spartanburg,155678,145822,9856,6.30
SC,Sumter,42871,40077,2794,6.50
SC,Union,11431,10413,1018,8.90
SC,Williamsburg,11463,10541,922,8.00
SC,York,142608,134279,8329,5.80
SD,Aurora,1463,1419,44,3.00
SD,Beadle,9306,8971,335,3.60
SD,Bennett,1070,1019,51,4.80
SD,Bon Homme,2837,2729,108,3.80
SD,Brookings,18406,17649,757,4.10
SD,Brown,20458,19617,841,4.10
SD,Brule,2456,2354,102,4.20
SD,Buffalo,687,635,52,7.60
SD,Butte,4961,4711,250,5.00
SD,Campbell,780,754,26,3.30
SD,Charles Mix,3754,3531,223,5.90
SD,Clark,2142,2062,80,3.70
SD,Clay,7113,6810,303,4.30
SD,Codington,15370,14665,705,4.60
SD,Corson,1316,1255,61,4.60
SD,Custer,4026,3796,230,5.70
SD,Davison,10874,10449,425,3.90
SD,Day,2680,2537,143,5.30
SD,Deuel,2313,2198,115,5.00
SD,Dewey,2294,2133,161,7.00
SD,Douglas,1542,1500,42,2.70
SD,Edmunds,1978,1924,54,2.70
SD,Fall River,2996,2828,168,5.60
SD,Faulk,1030,996,34,3.30
SD,Grant,4344,4181,163,3.80
SD,Gregory,2030,1958,72,3.50
SD,Haakon,1051,1026,25,2.40
SD,Hamlin,3344,3236,108,3.20
SD,Hand,1739,1696,43,2.50
SD,Hanson,1749,1665,84,4.80
SD,Harding,716,692,24,3.40
SD,Hughes,9818,9511,307,3.10
SD,Hutchinson,3588,3461,127,3.50
SD,Hyde,666,646,20,3.00
SD,Jackson,1201,1153,48,4.00
SD,Jerauld,1190,1163,27,2.30
SD,Jones,519,501,18,3.50
SD,Kingsbury,2660,2568,92,3.50
SD,Lake,6426,6196,230,3.60
SD,Lawrence,13488,12703,785,5.80
SD,Lincoln,36033,34811,1222,3.40
SD,Lyman,1658,1568,90,5.40
SD,McCook,2978,2874,104,3.50
SD,McPherson,990,942,48,4.80
SD,Marshall,2406,2299,107,4.40
SD,Meade,13789,13146,643,4.70
SD,Mellette,708,666,42,5.90
SD,Miner,1141,1090,51,4.50
SD,Minnehaha,112711,107919,4792,4.30
SD,Moody,4000,3806,194,4.90
SD,Oglala Lakota,3765,3418,347,9.20
SD,Pennington,57063,54232,2831,5.00
SD,Perkins,1365,1318,47,3.40
SD,Potter,1018,987,31,3.00
SD,Roberts,4797,4511,286,6.00
SD,Sanborn,1154,1110,44,3.80
SD,Spink,3075,2959,116,3.80
SD,Stanley,1903,1834,69,3.60
SD,Sully,787,766,21,2.70
SD,Todd,3043,2858,185,6.10
SD,Tripp,2984,2897,87,2.90
SD,Turner,4550,4380,170,3.70
SD,Union,8597,8191,406,4.70
SD,Walworth,2116,1995,121,5.70
SD,Yankton,11676,11175,501,4.30
SD,Ziebach,942,902,40,4.20
TN,Anderson,34328,32035,2293,6.70
TN,Bedford,21043,19377,1666,7.90
TN,Benton,6782,6248,534,7.90
TN,Bledsoe,4290,3931,359,8.40
TN,Blount,63745,59710,4035,6.30
TN,Bradley,52569,49146,3423,6.50
TN,Campbell,14587,13489,1098,7.50
TN,Cannon,6525,6102,423,6.50
TN,Carroll,11426,10583,843,7.40
TN,Carter,23679,22074,1605,6.80
TN,Cheatham,21366,20160,1206,5.60
TN,Chester,8473,8007,466,5.50
TN,Claiborne,12786,11840,946,7.40
TN,Clay,2704,2495,209,7.70
TN,Cocke,14864,13333,1531,10.30
TN,Coffee,25676,23646,2030,7.90
TN,Crockett,6828,6438,390,5.70
TN,Cumberland,22789,21080,1709,7.50
TN,Davidson,399262,366706,32556,8.20
TN,Decatur,4442,4062,380,8.60
TN,DeKalb,7675,6981,694,9.00
TN,Dickson,26347,24786,1561,5.90
TN,Dyer,15910,14659,1251,7.90
TN,Fayette,19197,18015,1182,6.20
TN,Fentress,7520,7052,468,6.20
TN,Franklin,19902,18311,1591,8.00
TN,Gibson,21800,20334,1466,6.70
TN,Giles,14640,13427,1213,8.30
TN,Grainger,9491,8818,673,7.10
TN,Greene,28894,26558,2336,8.10
TN,Grundy,5127,4620,507,9.90
TN,Hamblen,27937,25970,1967,7.00
TN,Hamilton,183042,170177,12865,7.00
TN,Hancock,2195,2016,179,8.20
TN,Hardeman,9286,8556,730,7.90
TN,Hardin,10260,9553,707,6.90
TN,Hawkins,23389,21605,1784,7.60
TN,Haywood,7775,7107,668,8.60
TN,Henderson,11889,10939,950,8.00
TN,Henry,14139,13146,993,7.00
TN,Hickman,11100,10458,642,5.80
TN,Houston,3246,2995,251,7.70
TN,Humphreys,8692,8160,532,6.10
TN,Jackson,4716,4345,371,7.90
TN,Jefferson,24946,23080,1866,7.50
TN,Johnson,7682,7202,480,6.20
TN,Knox,243232,229028,14204,5.80
TN,Lake,1679,1544,135,8.00
TN,Lauderdale,9690,8847,843,8.70
TN,Lawrence,19255,17774,1481,7.70
TN,Lewis,5343,4944,399,7.50
TN,Lincoln,15974,14633,1341,8.40
TN,Loudon,23711,22242,1469,6.20
TN,McMinn,23319,21510,1809,7.80
TN,McNairy,8355,7660,695,8.30
TN,Macon,11162,10440,722,6.50
TN,Madison,49371,45711,3660,7.40
TN,Marion,12271,11352,919,7.50
TN,Marshall,15479,14074,1405,9.10
TN,Maury,51074,46981,4093,8.00
TN,Meigs,5193,4745,448,8.60
TN,Monroe,20157,18549,1608,8.00
TN,Montgomery,86946,80428,6518,7.50
TN,Moore,3613,3421,192,5.30
TN,Morgan,7583,7106,477,6.30
TN,Obion,12168,11351,817,6.70
TN,Overton,9740,9129,611,6.30
TN,Perry,2962,2679,283,9.60
TN,Pickett,2237,2103,134,6.00
TN,Polk,7384,6883,501,6.80
TN,Putnam,35093,32839,2254,6.40
TN,Rhea,13115,11861,1254,9.60
TN,Roane,22969,21521,1448,6.30
TN,Robertson,37208,34951,2257,6.10
TN,Rutherford,186794,173859,12935,6.90
TN,Scott,8149,7467,682,8.40
TN,Sequatchie,6166,5690,476,7.70
TN,Sevier,54099,48842,5257,9.70
TN,Shelby,447173,404828,42345,9.50
TN,Smith,9240,8683,557,6.00
TN,Stewart,5411,5070,341,6.30
TN,Sullivan,69267,64374,4893,7.10
TN,Sumner,103421,96746,6675,6.50
TN,Tipton,27619,25795,1824,6.60
TN,Trousdale,5426,5089,337,6.20
TN,Unicoi,7020,6468,552,7.90
TN,Union,7628,7110,518,6.80
TN,Van Buren,2014,1843,171,8.50
TN,Warren,17232,15712,1520,8.80
TN,Washington,60313,56528,3785,6.30
TN,Wayne,6356,5924,432,6.80
TN,Weakley,15467,14587,880,5.70
TN,White,12068,11221,847,7.00
TN,Williamson,129427,123362,6065,4.70
TN,Wilson,77895,72992,4903,6.30
TX,Anderson,22869,21569,1300,5.70
TX,Andrews,9127,8378,749,8.20
TX,Angelina,35185,32500,2685,7.60
TX,Aransas,9103,8342,761,8.40
TX,Archer,3942,3735,207,5.30
TX,Armstrong,891,853,38,4.30
TX,Atascosa,21480,19645,1835,8.50
TX,Austin,13362,12474,888,6.60
TX,Bailey,2369,2256,113,4.80
TX,Bandera,9872,9298,574,5.80
TX,Bastrop,42433,39877,2556,6.00
TX,Baylor,1756,1696,60,3.40
TX,Bee,9748,8781,967,9.90
TX,Bell,143703,133640,10063,7.00
TX,Bexar,927557,856813,70744,7.60
TX,Blanco,6530,6279,251,3.80
TX,Borden,438,423,15,3.40
TX,Bosque,8185,7738,447,5.50
TX,Bowie,38412,35569,2843,7.40
TX,Brazoria,177312,162103,15209,8.60
TX,Brazos,116321,110128,6193,5.30
TX,Brewster,4069,3800,269,6.60
TX,Briscoe,549,523,26,4.70
TX,Brooks,2571,2297,274,10.70
TX,Brown,15123,14143,980,6.50
TX,Burleson,8074,7560,514,6.40
TX,Burnet,23517,22399,1118,4.80
TX,Caldwell,18814,17593,1221,6.50
TX,Calhoun,11845,11155,690,5.80
TX,Callahan,5942,5619,323,5.40
TX,Cameron,169311,152198,17113,10.10
TX,Camp,4952,4586,366,7.40
TX,Carson,2854,2734,120,4.20
TX,Cass,12132,11172,960,7.90
TX,Castro,3249,3131,118,3.60
TX,Chambers,20207,18316,1891,9.40
TX,Cherokee,20980,19316,1664,7.90
TX,Childress,2995,2884,111,3.70
TX,Clay,4772,4508,264,5.50
TX,Cochran,1105,1026,79,7.10
TX,Coke,1353,1279,74,5.50
TX,Coleman,2844,2635,209,7.30
TX,Collin,575879,539871,36008,6.30
TX,Collingsworth,1061,1016,45,4.20
TX,Colorado,9604,9070,534,5.60
TX,Comal,76810,72136,4674,6.10
TX,Comanche,5584,5277,307,5.50
TX,Concho,1321,1262,59,4.50
TX,Cooke,19111,17756,1355,7.10
TX,Coryell,23634,22070,1564,6.60
TX,Cottle,564,536,28,5.00
TX,Crane,1613,1393,220,13.60
TX,Crockett,1538,1401,137,8.90
TX,Crosby,2277,2156,121,5.30
TX,Culberson,1120,1046,74,6.60
TX,Dallam,3708,3606,102,2.80
TX,Dallas,1322606,1219627,102979,7.80
TX,Dawson,4541,4145,396,8.70
TX,Deaf Smith,8430,8126,304,3.60
TX,Delta,2377,2246,131,5.50
TX,Denton,508668,475991,32677,6.40
TX,DeWitt,9128,8575,553,6.10
TX,Dickens,656,615,41,6.30
TX,Dimmit,6428,6019,409,6.40
TX,Donley,1405,1343,62,4.40
TX,Duval,4799,4215,584,12.20
TX,Eastland,7280,6790,490,6.70
TX,Ector,82119,73046,9073,11.00
TX,Edwards,1228,1185,43,3.50
TX,Ellis,94566,88922,5644,6.00
TX,El Paso,359563,329749,29814,8.30
TX,Erath,19821,18684,1137,5.70
TX,Falls,6346,5959,387,6.10
TX,Fannin,16589,15806,783,4.70
TX,Fayette,11674,11124,550,4.70
TX,Fisher,1584,1513,71,4.50
TX,Floyd,2477,2323,154,6.20
TX,Foard,571,548,23,4.00
TX,Fort Bend,400509,369972,30537,7.60
TX,Franklin,4785,4529,256,5.40
TX,Freestone,6278,5754,524,8.30
TX,Frio,9467,8930,537,5.70
TX,Gaines,9644,9101,543,5.60
TX,Galveston,162980,148692,14288,8.80
TX,Garza,1995,1859,136,6.80
TX,Gillespie,13152,12527,625,4.80
TX,Glasscock,798,769,29,3.60
TX,Goliad,3107,2865,242,7.80
TX,Gonzales,9442,8931,511,5.40
TX,Gray,7705,7079,626,8.10
TX,Grayson,63568,59830,3738,5.90
TX,Gregg,55968,51319,4649,8.30
TX,Grimes,11007,10118,889,8.10
TX,Guadalupe,80164,75248,4916,6.10
TX,Hale,11636,10850,786,6.80
TX,Hall,1057,996,61,5.80
TX,Hamilton,3709,3540,169,4.60
TX,Hansford,2459,2373,86,3.50
TX,Hardeman,1692,1618,74,4.40
TX,Hardin,25055,22819,2236,8.90
TX,Harris,2263260,2060208,203052,9.00
TX,Harrison,28818,26551,2267,7.90
TX,Hartley,2594,2543,51,2.00
TX,Haskell,2650,2537,113,4.30
TX,Hays,122675,114991,7684,6.30
TX,Hemphill,1780,1699,81,4.60
TX,Henderson,36798,34432,2366,6.40
TX,Hidalgo,357301,315643,41658,11.70
TX,Hill,16151,15133,1018,6.30
TX,Hockley,10583,9741,842,8.00
TX,Hood,27778,25945,1833,6.60
TX,Hopkins,17334,16449,885,5.10
TX,Houston,10001,9477,524,5.20
TX,Howard,13341,12257,1084,8.10
TX,Hudspeth,1834,1685,149,8.10
TX,Hunt,42940,40114,2826,6.60
TX,Hutchinson,8436,7832,604,7.20
TX,Irion,752,707,45,6.00
TX,Jack,3370,3134,236,7.00
TX,Jackson,7228,6810,418,5.80
TX,Jasper,12751,11320,1431,11.20
TX,Jeff Davis,953,904,49,5.10
TX,Jefferson,104025,91569,12456,12.00
TX,Jim Hogg,1863,1685,178,9.60
TX,Jim Wells,15997,13919,2078,13.00
TX,Johnson,82833,77464,5369,6.50
TX,Jones,5585,5190,395,7.10
TX,Karnes,6944,6508,436,6.30
TX,Kaufman,68859,64465,4394,6.40
TX,Kendall,22016,20900,1116,5.10
TX,Kenedy,179,169,10,5.60
TX,Kent,459,441,18,3.90
TX,Kerr,21535,20277,1258,5.80
TX,Kimble,1818,1727,91,5.00
TX,King,234,230,4,1.70
TX,Kinney,1300,1223,77,5.90
TX,Kleberg,13142,12030,1112,8.50
TX,Knox,1438,1357,81,5.60
TX,Lamar,23378,21875,1503,6.40
TX,Lamb,5166,4897,269,5.20
TX,Lampasas,8963,8483,480,5.40
TX,La Salle,3703,3454,249,6.70
TX,Lavaca,8341,7905,436,5.20
TX,Lee,9086,8637,449,4.90
TX,Leon,6043,5571,472,7.80
TX,Liberty,34126,30560,3566,10.40
TX,Limestone,8250,7662,588,7.10
TX,Lipscomb,1512,1449,63,4.20
TX,Live Oak,5121,4736,385,7.50
TX,Llano,8393,7911,482,5.70
TX,Loving,295,290,5,1.70
TX,Lubbock,155803,146854,8949,5.70
TX,Lynn,2722,2573,149,5.50
TX,McCulloch,3186,2946,240,7.50
TX,McLennan,118391,111020,7371,6.20
TX,McMullen,712,692,20,2.80
TX,Madison,4438,4120,318,7.20
TX,Marion,4204,3855,349,8.30
TX,Martin,2539,2384,155,6.10
TX,Mason,1714,1619,95,5.50
TX,Matagorda,16369,14647,1722,10.50
TX,Maverick,24103,20457,3646,15.10
TX,Medina,21192,19850,1342,6.30
TX,Menard,857,813,44,5.10
TX,Midland,97848,89972,7876,8.00
TX,Milam,9616,8926,690,7.20
TX,Mills,1865,1789,76,4.10
TX,Mitchell,2326,2142,184,7.90
TX,Montague,9001,8404,597,6.60
TX,Montgomery,288088,266622,21466,7.50
TX,Moore,10490,10098,392,3.70
TX,Morris,4821,4280,541,11.20
TX,Motley,429,410,19,4.40
TX,Nacogdoches,27645,25828,1817,6.60
TX,Navarro,23142,21711,1431,6.20
TX,Newton,4945,4394,551,11.10
TX,Nolan,7006,6631,375,5.40
TX,Nueces,163342,148793,14549,8.90
TX,Ochiltree,4000,3767,233,5.80
TX,Oldham,888,853,35,3.90
TX,Orange,35475,31720,3755,10.60
TX,Palo Pinto,13081,12161,920,7.00
TX,Panola,9338,8554,784,8.40
