,state,county,candidate,party,total_votes,won,lat,lng,population,density,ln_total_votes
23944,Vermont,Albany,Joe Biden,DEM,,True,,,,,
23945,Vermont,Brookfield,Joe Biden,DEM,,True,,,,,
23946,Vermont,Brookline,Joe Biden,DEM,,True,,,,,
23947,Vermont,Brownington,Donald Trump,REP,,True,,,,,
23948,Vermont,Brunswick,Donald Trump,REP,,True,,,,,
23949,Vermont,Burke,Joe Biden,DEM,,True,,,,,
23950,Vermont,Burlington,Joe Biden,DEM,,True,,,,,
23951,Vermont,Cabot,Joe Biden,DEM,,True,,,,,
23952,Vermont,Calais,Joe Biden,DEM,,True,,,,,
23953,Vermont,Cambridge,Joe Biden,DEM,,True,,,,,
23954,Vermont,Canaan,Donald Trump,REP,,True,,,,,
23955,Vermont,Alburgh,Joe Biden,DEM,,True,,,,,
23956,Vermont,Castleton,Joe Biden,DEM,,True,,,,,
23957,Vermont,Cavendish,Joe Biden,DEM,,True,,,,,
23958,Vermont,Charleston,Donald Trump,REP,,True,,,,,
23959,Vermont,Charlotte,Joe Biden,DEM,,True,,,,,
23960,Vermont,Chelsea,Joe Biden,DEM,,True,,,,,
23961,Vermont,Chester,Joe Biden,DEM,,True,,,,,
23962,Vermont,Chittenden,Joe Biden,DEM,,True,44.4876,-73.2316,115682.0,1596.0,
23977,Vermont,Clarendon,Donald Trump,REP,,True,,,,,
23978,Vermont,Colchester,Joe Biden,DEM,,True,,,,,
23979,Vermont,Concord,Donald Trump,REP,,True,,,,,
23980,Vermont,Andover,Joe Biden,DEM,,True,,,,,
23981,Vermont,Corinth,Joe Biden,DEM,,True,,,,,
23982,Vermont,Cornwall,Joe Biden,DEM,,True,,,,,
23983,Vermont,Coventry,Donald Trump,REP,,True,,,,,
23984,Vermont,Craftsbury,Joe Biden,DEM,,True,,,,,
23985,Vermont,Danby,Donald Trump,REP,,True,,,,,
23986,Vermont,Danville,Joe Biden,DEM,,True,,,,,
23987,Vermont,Derby,Donald Trump,REP,,True,,,,,
23988,Vermont,Dorset,Joe Biden,DEM,,True,,,,,
23989,Vermont,Dover,Joe Biden,DEM,,True,,,,,
23990,Vermont,Dummerston,Joe Biden,DEM,,True,,,,,
23991,Vermont,Arlington,Joe Biden,DEM,,True,,,,,
23992,Vermont,Duxbury,Joe Biden,DEM,,True,,,,,
23993,Vermont,East Haven,Joe Biden,DEM,,True,,,,,
23994,Vermont,East Montpelier,Joe Biden,DEM,,True,,,,,
23995,Vermont,Eden,Donald Trump,REP,,True,,,,,
23996,Vermont,Elmore,Joe Biden,DEM,,True,,,,,
23997,Vermont,Enosburgh,Joe Biden,DEM,,True,,,,,
23998,Vermont,Essex,Joe Biden,DEM,,True,44.8125,-71.8862,758.0,70.0,
24002,Vermont,Fairfax,Joe Biden,DEM,,True,,,,,
24003,Vermont,Fairfield,Joe Biden,DEM,,True,,,,,
24004,Vermont,Fair Haven,Donald Trump,REP,,True,,,,,
24005,Vermont,Athens,Joe Biden,DEM,,True,,,,,
24006,Vermont,Fairlee,Joe Biden,DEM,,True,,,,,
24007,Vermont,Fayston,Joe Biden,DEM,,True,,,,,
24008,Vermont,Ferrisburg,Joe Biden,DEM,,True,,,,,
24009,Vermont,Fletcher,Joe Biden,DEM,,True,,,,,
24010,Vermont,Franklin,Donald Trump,REP,,True,44.8119,-73.0849,6796.0,1341.0,
24015,Vermont,Georgia,Joe Biden,DEM,,True,,,,,
24016,Vermont,Glover,Joe Biden,DEM,,True,,,,,
24017,Vermont,Goshen,Joe Biden,DEM,,True,,,,,
24018,Vermont,Grafton,Joe Biden,DEM,,True,,,,,
24019,Vermont,Granby,Donald Trump,REP,,True,,,,,
24020,Vermont,Bakersfield,Joe Biden,DEM,,True,,,,,
24021,Vermont,Grand Isle,Joe Biden,DEM,,True,44.6479,-73.3017,150.0,53.0,
24022,Vermont,Granville,Joe Biden,DEM,,True,,,,,
24023,Vermont,Greensboro,Joe Biden,DEM,,True,,,,,
24024,Vermont,Groton,Donald Trump,REP,,True,,,,,
24025,Vermont,Guildhall,Donald Trump,REP,,True,,,,,
24026,Vermont,Guilford,Joe Biden,DEM,,True,,,,,
24027,Vermont,Halifax,Joe Biden,DEM,,True,,,,,
24028,Vermont,Hancock,Joe Biden,DEM,,True,,,,,
24029,Vermont,Hardwick,Joe Biden,DEM,,True,,,,,
24030,Vermont,Hartford,Joe Biden,DEM,,True,,,,,
24031,Vermont,Baltimore,Donald Trump,REP,,True,,,,,
24032,Vermont,Hartland,Joe Biden,DEM,,True,,,,,
24033,Vermont,Highgate,Donald Trump,REP,,True,,,,,
24034,Vermont,Hinesburg,Joe Biden,DEM,,True,,,,,
24035,Vermont,Holland,Donald Trump,REP,,True,,,,,
24036,Vermont,Hubbardton,Joe Biden,DEM,,True,,,,,
24037,Vermont,Huntington,Joe Biden,DEM,,True,,,,,
24038,Vermont,Hyde Park,Joe Biden,DEM,,True,,,,,
24039,Vermont,Ira,Joe Biden,DEM,,True,,,,,
24040,Vermont,Irasburg,Donald Trump,REP,,True,,,,,
24041,Vermont,Isle La Motte,Joe Biden,DEM,,True,,,,,
24042,Vermont,Barnard,Joe Biden,DEM,,True,,,,,
24043,Virginia,Accomack,Donald Trump,REP,,True,37.9593,-75.3495,2885.0,120.0,
24089,Virginia,Albemarle,Joe Biden,DEM,,True,38.0405,-78.5164,8955.0,1939.0,
24103,Virginia,Alleghany,Donald Trump,REP,,True,37.8232,-79.825,3534.0,451.0,
24110,Virginia,Amelia,Donald Trump,REP,,True,37.3367,-77.9882,1050.0,107.0,
24111,Virginia,Amherst,Donald Trump,REP,,True,37.4487,-79.1057,11447.0,230.0,
24113,Virginia,Appomattox,Donald Trump,REP,,True,37.3592,-78.8276,2005.0,348.0,
24115,Virginia,Arlington,Joe Biden,DEM,,True,38.8786,-77.1011,236434.0,3511.0,
24116,Virginia,Augusta,Donald Trump,REP,,True,38.0188,-79.0354,11380.0,149.0,
24133,Virginia,Bath,Donald Trump,REP,,True,38.0013,-79.8239,586.0,40.0,
24135,Virginia,Bedford,Donald Trump,REP,,True,37.3728,-79.2831,11075.0,314.0,
24141,Virginia,Bland,Donald Trump,REP,,True,37.1535,-81.1525,412.0,135.0,
24145,Virginia,Botetourt,Donald Trump,REP,,True,37.3566,-79.9055,3193.0,397.0,
24154,Virginia,Brunswick,Joe Biden,DEM,,True,36.7565,-77.8539,1532.0,513.0,
24160,Virginia,Buchanan,Donald Trump,REP,,True,37.2754,-82.0988,1034.0,80.0,
24164,Virginia,Buckingham,Donald Trump,REP,,True,37.5411,-78.4613,592.0,354.0,
24167,Virginia,Campbell,Donald Trump,REP,,True,37.3167,-79.2481,13130.0,450.0,
24172,Virginia,Caroline,Donald Trump,REP,,True,38.017,-77.5593,3675.0,313.0,
24176,Virginia,Carroll,Donald Trump,REP,,True,36.7613,-80.7371,2679.0,106.0,
24179,Virginia,Charles City,Joe Biden,DEM,,True,37.344,-77.0687,26.0,3.0,
24180,Virginia,Charlotte,Donald Trump,REP,,True,37.039,-78.4804,814.0,267.0,
24184,Virginia,Chesterfield,Joe Biden,DEM,,True,37.3531,-77.4342,22098.0,648.0,
24197,Virginia,Clarke,Donald Trump,REP,,True,39.1504,-77.9825,4338.0,738.0,
24200,Virginia,Craig,Donald Trump,REP,,True,37.5013,-80.1119,285.0,286.5,
24201,Virginia,Culpeper,Donald Trump,REP,,True,38.4704,-78.0001,18633.0,988.0,
24203,Virginia,Cumberland,Donald Trump,REP,,True,37.4914,-78.2577,288.0,26.0,
24204,Virginia,Dickenson,Donald Trump,REP,,True,37.1507,-82.4573,1563.0,290.0,
24207,Virginia,Dinwiddie,Donald Trump,REP,,True,36.9853,-77.7219,557.0,231.0,
24209,Virginia,Essex,Donald Trump,REP,,True,37.9187,-76.8667,1911.0,276.0,
24210,Virginia,Fairfax,Joe Biden,DEM,,True,38.839,-77.4389,74230.0,2401.0,
24280,Virginia,Fauquier,Donald Trump,REP,,True,38.7495,-77.7151,11017.0,354.0,
24293,Virginia,Floyd,Donald Trump,REP,,True,36.9118,-80.3184,528.0,446.0,
24294,Virginia,Fluvanna,Donald Trump,REP,,True,37.921,-78.3295,10457.0,456.0,
24297,Virginia,Franklin,Donald Trump,REP,,True,36.6831,-76.9386,8015.0,373.0,
24306,Virginia,Frederick,Donald Trump,REP,,True,39.3092,-78.3245,2622.0,298.0,
24312,Virginia,Giles,Donald Trump,REP,,True,37.3289,-80.7275,2637.0,318.0,
24319,Virginia,Gloucester,Donald Trump,REP,,True,37.2767,-76.5043,10373.0,425.0,
24321,Virginia,Goochland,Donald Trump,REP,,True,37.6974,-77.8943,679.0,58.0,
24322,Virginia,Grayson,Donald Trump,REP,,True,36.6254,-81.1511,1101.0,181.0,
24328,Virginia,Greene,Donald Trump,REP,,True,38.2504,-78.4417,1522.0,494.0,
24331,Virginia,Greensville,Joe Biden,DEM,,True,,,,,
24332,Virginia,Halifax,Donald Trump,REP,,True,36.7132,-78.9135,7676.0,226.0,
24341,Virginia,Hanover,Donald Trump,REP,,True,37.6263,-77.3561,37141.0,506.0,
24344,Virginia,Henrico,Joe Biden,DEM,,True,37.5878,-77.5858,48517.0,916.0,
24357,Virginia,Henry,Donald Trump,REP,,True,36.7215,-79.9122,7019.0,344.0,
24368,Virginia,Highland,Donald Trump,REP,,True,38.4116,-79.5809,174.0,146.3,
24370,Virginia,Isle of Wight,Donald Trump,REP,,True,36.9755,-76.6152,8492.0,337.0,
24377,Virginia,James City,Joe Biden,DEM,,True,,,,,
24378,Virginia,King and Queen,Donald Trump,REP,,True,37.6683,-76.8781,90.0,28.0,
24379,Virginia,King George,Donald Trump,REP,,True,38.2807,-77.1896,4601.0,164.0,
24384,Virginia,King William,Donald Trump,REP,,True,37.5519,-76.8017,3297.0,252.0,
24387,Virginia,Lancaster,Donald Trump,REP,,True,37.7118,-76.3834,1488.0,168.0,
24392,Virginia,Lee,Donald Trump,REP,,True,36.7594,-83.0299,2310.0,534.0,
24399,Virginia,Loudoun,Joe Biden,DEM,,True,39.1057,-77.5544,53731.0,1673.0,
24428,Virginia,Louisa,Donald Trump,REP,,True,38.0212,-77.9986,1810.0,384.0,
24431,Virginia,Lunenburg,Donald Trump,REP,,True,36.9947,-78.2242,2250.0,308.0,
24434,Virginia,Madison,Donald Trump,REP,,True,38.4132,-78.188,1283.0,99.0,
24436,Virginia,Mathews,Donald Trump,REP,,True,37.4365,-76.3245,683.0,132.0,
24438,Virginia,Mecklenburg,Donald Trump,REP,,True,36.7254,-78.1287,4375.0,171.0,
24448,Virginia,Middlesex,Donald Trump,REP,,True,37.5525,-76.3331,943.0,89.0,
24451,Virginia,Montgomery,Joe Biden,DEM,,True,37.23,-80.4279,94398.0,868.0,
24461,Virginia,Nelson,Donald Trump,REP,,True,37.9132,-78.8829,1372.0,55.0,
24468,Virginia,New Kent,Donald Trump,REP,,True,37.5095,-76.9863,799.0,68.0,
24469,Virginia,Northampton,Joe Biden,DEM,,True,37.5295,-75.8283,1500.0,222.0,
24475,Virginia,Northumberland,Donald Trump,REP,,True,37.92,-76.4785,239.0,23.0,
24476,Virginia,Nottoway,Donald Trump,REP,,True,37.0822,-78.003,3356.0,288.0,
24480,Virginia,Orange,Donald Trump,REP,,True,38.3343,-77.7599,8565.0,671.0,
24484,Virginia,Page,Donald Trump,REP,,True,38.665,-78.4546,4842.0,385.0,
24487,Virginia,Patrick,Donald Trump,REP,,True,36.6343,-80.1985,1898.0,47.0,
24490,Virginia,Pittsylvania,Donald Trump,REP,,True,36.6716,-79.4202,4417.0,303.0,
24496,Virginia,Powhatan,Donald Trump,REP,,True,37.5427,-77.9267,416.0,77.0,
24497,Virginia,Prince Edward,Joe Biden,DEM,,True,37.2959,-78.4002,8152.0,410.0,
24499,Virginia,Prince George,Donald Trump,REP,,True,37.2357,-77.3325,5944.0,384.0,
24503,Virginia,Prince William,Joe Biden,DEM,,True,38.6473,-77.3459,72062.0,1953.0,
24527,Virginia,Pulaski,Donald Trump,REP,,True,37.0528,-80.7624,8744.0,418.0,
24537,Virginia,Rappahannock,Donald Trump,REP,,True,38.8534,-78.1325,1125.0,208.0,
24541,Virginia,Richmond,Donald Trump,REP,,True,37.5295,-77.4756,1025117.0,1476.0,
24543,Virginia,Roanoke,Donald Trump,REP,,True,37.2785,-79.9581,216388.0,900.0,
24548,Virginia,Rockbridge,Donald Trump,REP,,True,37.8009,-79.416,1959.0,330.0,
24552,Virginia,Rockingham,Donald Trump,REP,,True,38.3862,-78.9674,6090.0,933.0,
24567,Virginia,Russell,Donald Trump,REP,,True,36.8991,-82.0784,3221.0,258.0,
24572,Virginia,Scott,Donald Trump,REP,,True,36.6401,-82.5782,1895.0,183.0,
24579,Virginia,Shenandoah,Donald Trump,REP,,True,38.9961,-78.3549,6643.0,630.0,
24588,Virginia,Smyth,Donald Trump,REP,,True,36.8379,-81.5156,5646.0,454.0,
24597,Virginia,Southampton,Donald Trump,REP,,True,36.7123,-77.062,1679.0,706.0,
24605,Virginia,Spotsylvania,Donald Trump,REP,,True,38.1993,-77.5892,5027.0,180.0,
24607,Virginia,Stafford,Joe Biden,DEM,,True,38.4598,-77.3806,5709.0,774.0,
24612,Virginia,Surry,Joe Biden,DEM,,True,37.2273,-76.9666,446.0,67.0,
24616,Virginia,Sussex,Joe Biden,DEM,,True,37.034,-77.0956,2641.0,330.0,
24620,Virginia,Tazewell,Donald Trump,REP,,True,37.0878,-81.8081,5311.0,362.0,
24635,Virginia,Warren,Donald Trump,REP,,True,38.926,-78.1838,15214.0,571.0,
24640,Virginia,Washington,Donald Trump,REP,,True,36.709,-81.9713,7936.0,380.0,
24645,Virginia,Westmoreland,Donald Trump,REP,,True,38.2567,-76.9777,3591.0,566.0,
24647,Virginia,Wise,Donald Trump,REP,,True,36.8626,-82.7769,5209.0,407.0,
24661,Virginia,Wythe,Donald Trump,REP,,True,36.953,-81.0881,7925.0,211.0,
24667,Virginia,York,Donald Trump,REP,,True,37.0972,-76.4243,4666.0,3567.0,
24669,Virginia,Alexandria city,Joe Biden,DEM,,True,,,,,
24670,Virginia,Bristol city,Donald Trump,REP,,True,,,,,
24671,Virginia,Buena Vista city,Donald Trump,REP,,True,,,,,
24672,Virginia,Charlottesville city,Joe Biden,DEM,,True,,,,,
24673,Virginia,Chesapeake city,Joe Biden,DEM,,True,,,,,
24674,Virginia,Colonial Heights city,Donald Trump,REP,,True,,,,,
24675,Virginia,Covington city,Donald Trump,REP,,True,,,,,
24676,Virginia,Danville city,Joe Biden,DEM,,True,,,,,
24677,Virginia,Emporia city,Joe Biden,DEM,,True,,,,,
24678,Virginia,Fairfax city,Joe Biden,DEM,,True,,,,,
24679,Virginia,Falls Church city,Joe Biden,DEM,,True,,,,,
24680,Virginia,Franklin city,Joe Biden,DEM,,True,,,,,
24681,Virginia,Fredericksburg city,Joe Biden,DEM,,True,,,,,
24682,Virginia,Galax city,Donald Trump,REP,,True,,,,,
24683,Virginia,Hampton city,Joe Biden,DEM,,True,,,,,
24684,Virginia,Harrisonburg city,Joe Biden,DEM,,True,,,,,
24685,Virginia,Hopewell city,Joe Biden,DEM,,True,,,,,
24686,Virginia,Lexington city,Joe Biden,DEM,,True,,,,,
24687,Virginia,Lynchburg city,Joe Biden,DEM,,True,,,,,
24688,Virginia,Manassas city,Joe Biden,DEM,,True,,,,,
24689,Virginia,Manassas Park city,Joe Biden,DEM,,True,,,,,
24690,Virginia,Martinsville city,Joe Biden,DEM,,True,,,,,
24691,Virginia,Newport News city,Joe Biden,DEM,,True,,,,,
24692,Virginia,Norfolk city,Joe Biden,DEM,,True,,,,,
24693,Virginia,Norton city,Donald Trump,REP,,True,,,,,
24694,Virginia,Petersburg city,Joe Biden,DEM,,True,,,,,
24695,Virginia,Poquoson city,Donald Trump,REP,,True,,,,,
24696,Virginia,Portsmouth city,Joe Biden,DEM,,True,,,,,
24697,Virginia,Radford city,Joe Biden,DEM,,True,,,,,
24698,Virginia,Richmond city,Joe Biden,DEM,,True,,,,,
24699,Virginia,Roanoke city,Joe Biden,DEM,,True,,,,,
24700,Virginia,Salem city,Donald Trump,REP,,True,,,,,
24701,Virginia,Staunton city,Joe Biden,DEM,,True,,,,,
24702,Virginia,Suffolk city,Joe Biden,DEM,,True,,,,,
24703,Virginia,Virginia Beach city,Joe Biden,DEM,,True,,,,,
24704,Virginia,Waynesboro city,Donald Trump,REP,,True,,,,,
24705,Virginia,Williamsburg city,Joe Biden,DEM,,True,,,,,
24706,Virginia,Winchester city,Joe Biden,DEM,,True,,,,,
24707,Washington,Adams,Donald Trump,REP,,True,46.8221,-119.1653,8241.0,795.0,
24712,Washington,Asotin,Donald Trump,REP,,True,46.4161,-117.0505,7435.0,1396.0,
24717,Washington,Benton,Donald Trump,REP,,True,46.1978,-119.1732,240876.0,1162.0,
24723,Washington,Chelan,Donald Trump,REP,,True,47.436,-120.3295,71119.0,1250.0,
24732,Washington,Clallam,Joe Biden,DEM,,True,48.1141,-123.4565,20071.0,723.0,
24744,Washington,Clark,Joe Biden,DEM,,True,45.6366,-122.5967,182792.0,1448.0,
24769,Washington,Columbia,Donald Trump,REP,,True,46.3168,-117.9767,2620.0,702.0,
24771,Washington,Cowlitz,Donald Trump,REP,,True,46.1461,-122.963,67958.0,989.0,
24781,Washington,Douglas,Donald Trump,REP,,True,47.4174,-120.2822,14012.0,1427.0,
24786,Washington,Ferry,Donald Trump,REP,,True,48.6483,-118.7333,1144.0,311.0,
24799,Washington,Franklin,Donald Trump,REP,,True,46.2506,-119.1305,74266.0,844.0,
24805,Washington,Garfield,Donald Trump,REP,,True,46.4738,-117.5964,1276.0,277.0,
24807,Washington,Grant,Donald Trump,REP,,True,47.1279,-119.2759,23442.0,504.0,
24830,Washington,Grays Harbor,Donald Trump,REP,,True,46.9757,-123.8094,16571.0,588.0,
24860,Washington,Island,Joe Biden,DEM,,True,48.2964,-122.6333,23358.0,934.0,
24867,Washington,Jefferson,Joe Biden,DEM,,True,48.122,-122.7877,9710.0,540.0,
24873,Washington,King,Joe Biden,DEM,,True,47.6211,-122.3244,3530752.0,3414.0,
24935,Washington,Kitsap,Joe Biden,DEM,,True,47.5436,-122.7121,219538.0,560.0,
24963,Washington,Kittitas,Donald Trump,REP,,True,46.9999,-120.5475,20679.0,1036.0,
24972,Washington,Klickitat,Donald Trump,REP,,True,45.8192,-120.8233,3612.0,471.0,
24985,Washington,Lewis,Donald Trump,REP,,True,46.7223,-122.9696,17473.0,885.0,
24998,Washington,Lincoln,Donald Trump,REP,,True,47.655,-118.1519,1852.0,428.0,
25006,Washington,Mason,Donald Trump,REP,,True,47.2186,-123.1121,10467.0,694.0,
25013,Washington,Okanogan,Donald Trump,REP,,True,48.4229,-119.5159,4801.0,480.0,
25032,Washington,Pacific,Donald Trump,REP,,True,46.6839,-123.738,2970.0,280.0,
25043,Washington,Pend Oreille,Donald Trump,REP,,True,48.1781,-117.0546,2010.0,528.0,
25048,Washington,Pierce,Joe Biden,DEM,,True,47.2431,-122.4531,215766.0,1675.0,
25119,Washington,San Juan,Joe Biden,DEM,,True,48.5324,-123.0657,2406.0,425.0,
25121,Washington,Skagit,Joe Biden,DEM,,True,48.4203,-122.3115,67767.0,1114.0,
25139,Washington,Skamania,Donald Trump,REP,,True,45.7354,-121.8219,2800.0,225.0,
25142,Washington,Snohomish,Joe Biden,DEM,,True,48.0809,-122.1561,162700.0,1295.0,
25208,Washington,Spokane,Donald Trump,REP,,True,47.6671,-117.433,426849.0,1230.0,
25228,Washington,Stevens,Donald Trump,REP,,True,47.8297,-117.6056,5263.0,206.0,
25239,Washington,Thurston,Joe Biden,DEM,,True,47.0417,-122.8959,200836.0,1108.0,
25251,Washington,Wahkiakum,Donald Trump,REP,,True,46.1743,-123.383,1227.0,62.0,
25261,Washington,Walla Walla,Donald Trump,REP,,True,46.0671,-118.3368,32951.0,918.0,
25271,Washington,Whatcom,Joe Biden,DEM,,True,48.7548,-122.469,129653.0,1246.0,
25290,Washington,Whitman,Joe Biden,DEM,,True,46.7336,-117.168,33974.0,1200.0,
25307,Washington,Yakima,Donald Trump,REP,,True,46.5923,-120.5496,126487.0,1302.0,
25333,West Virginia,Barbour,Donald Trump,REP,,True,39.1488,-80.0417,3310.0,451.0,
25338,West Virginia,Berkeley,Donald Trump,REP,,True,39.4582,-77.9776,17517.0,1019.0,
25342,West Virginia,Boone,Donald Trump,REP,,True,38.0631,-81.8046,2728.0,150.0,
25351,West Virginia,Braxton,Donald Trump,REP,,True,38.6702,-80.7717,1151.0,384.0,
25355,West Virginia,Brooke,Donald Trump,REP,,True,40.3385,-80.5975,2733.0,572.0,
25362,West Virginia,Cabell,Donald Trump,REP,,True,38.4109,-82.4345,199133.0,1098.0,
25369,West Virginia,Calhoun,Donald Trump,REP,,True,38.9204,-81.0933,528.0,468.0,
25370,West Virginia,Clay,Donald Trump,REP,,True,38.4662,-81.0813,718.0,496.0,
25371,West Virginia,Doddridge,Donald Trump,REP,,True,39.2963,-80.7751,1023.0,685.2,
25372,West Virginia,Fayette,Donald Trump,REP,,True,37.9844,-81.1277,8249.0,331.0,
25400,West Virginia,Gilmer,Donald Trump,REP,,True,38.9379,-80.834,1507.0,584.0,
25402,West Virginia,Grant,Donald Trump,REP,,True,38.9958,-79.1277,2612.0,623.0,
25404,West Virginia,Greenbrier,Donald Trump,REP,,True,37.8096,-80.4327,3857.0,391.0,
25413,West Virginia,Hampshire,Donald Trump,REP,,True,39.3454,-78.7564,1826.0,733.0,
25417,West Virginia,Hancock,Donald Trump,REP,,True,40.406,-80.5671,65447.0,394.0,
25421,West Virginia,Hardy,Donald Trump,REP,,True,39.0675,-78.9623,3356.0,485.0,
25423,West Virginia,Harrison,Donald Trump,REP,,True,39.2862,-80.3232,15743.0,625.0,
25442,West Virginia,Jackson,Donald Trump,REP,,True,38.9561,-81.7619,3675.0,780.0,
25445,West Virginia,Jefferson,Donald Trump,REP,,True,39.2746,-77.8631,5985.0,396.0,
25453,West Virginia,Kanawha,Donald Trump,REP,,True,38.3484,-81.6322,141640.0,579.0,
25485,West Virginia,Lewis,Donald Trump,REP,,True,39.0391,-80.4616,3882.0,771.0,
25487,West Virginia,Lincoln,Donald Trump,REP,,True,38.2875,-81.833,1579.0,59.0,
25491,West Virginia,Logan,Donald Trump,REP,,True,37.8509,-81.9857,2107.0,708.0,
25521,West Virginia,McDowell,Donald Trump,REP,,True,37.4455,-81.5721,2857.0,182.0,
25539,West Virginia,Marion,Donald Trump,REP,,True,39.4768,-80.1491,18443.0,827.0,
25554,West Virginia,Marshall,Donald Trump,REP,,True,39.9221,-80.7422,8356.0,1110.0,
25559,West Virginia,Mason,Donald Trump,REP,,True,38.853,-82.1303,4112.0,657.0,
25568,West Virginia,Mercer,Donald Trump,REP,,True,37.2608,-81.2143,9776.0,417.0,
25578,West Virginia,Mineral,Donald Trump,REP,,True,39.4394,-78.9821,4956.0,972.0,
25586,West Virginia,Mingo,Donald Trump,REP,,True,37.6741,-82.2709,2735.0,322.0,
25595,West Virginia,Monongalia,Donald Trump,REP,,True,39.6383,-79.9464,77193.0,1172.0,
25606,West Virginia,Monroe,Donald Trump,REP,,True,37.3991,-80.795,752.0,456.8,
25608,West Virginia,Morgan,Donald Trump,REP,,True,39.6247,-78.2275,940.0,744.8,
25611,West Virginia,Nicholas,Donald Trump,REP,,True,38.2864,-80.8409,3316.0,285.0,
25620,West Virginia,Ohio,Donald Trump,REP,,True,40.0752,-80.6951,75065.0,758.0,
25626,West Virginia,Pendleton,Donald Trump,REP,,True,38.6452,-79.3332,527.0,361.0,
25628,West Virginia,Pleasants,Donald Trump,REP,,True,39.4023,-81.1951,2050.0,772.0,
25630,West Virginia,Pocahontas,Donald Trump,REP,,True,38.2245,-80.0905,1405.0,230.0,
25639,West Virginia,Preston,Donald Trump,REP,,True,39.4719,-79.6822,3067.0,487.0,
25651,West Virginia,Putnam,Donald Trump,REP,,True,38.4482,-81.9246,13729.0,730.0,
25660,West Virginia,Raleigh,Donald Trump,REP,,True,37.7877,-81.1841,16240.0,660.0,
25683,West Virginia,Randolph,Donald Trump,REP,,True,38.9237,-79.8541,7017.0,745.0,
25698,West Virginia,Ritchie,Donald Trump,REP,,True,39.2104,-81.0485,1975.0,481.0,
25704,West Virginia,Roane,Donald Trump,REP,,True,38.8024,-81.3531,2096.0,643.0,
25706,West Virginia,Summers,Donald Trump,REP,,True,37.6652,-80.8828,2711.0,468.0,
25707,West Virginia,Taylor,Donald Trump,REP,,True,39.3409,-80.0162,5035.0,529.0,
25709,West Virginia,Tucker,Donald Trump,REP,,True,39.0942,-79.6785,1524.0,524.0,
25715,West Virginia,Tyler,Donald Trump,REP,,True,39.5597,-80.9988,1334.0,980.0,
25718,West Virginia,Upshur,Donald Trump,REP,,True,38.9927,-80.2281,5473.0,741.0,
25722,West Virginia,Wayne,Donald Trump,REP,,True,38.4026,-82.5822,3011.0,881.0,
25729,West Virginia,Webster,Donald Trump,REP,,True,38.4782,-80.4082,1284.0,1100.0,
25734,West Virginia,Wetzel,Donald Trump,REP,,True,39.6635,-80.8569,5123.0,740.0,
25742,West Virginia,Wirt,Donald Trump,REP,,True,39.0616,-81.3979,888.0,725.0,
25744,West Virginia,Wood,Donald Trump,REP,,True,39.2623,-81.542,68217.0,974.0,
25755,West Virginia,Wyoming,Donald Trump,REP,,True,37.5812,-81.3855,1797.0,376.0,
25767,Wisconsin,Adams,Donald Trump,REP,,True,43.9554,-89.8169,2159.0,283.0,
25776,Wisconsin,Ashland,Joe Biden,DEM,,True,46.5799,-90.8713,7841.0,226.0,
25789,Wisconsin,Barron,Donald Trump,REP,,True,45.4864,-91.7447,8420.0,376.0,
25800,Wisconsin,Bayfield,Joe Biden,DEM,,True,46.677,-90.9018,1844.0,181.0,
25810,Wisconsin,Brown,Donald Trump,REP,,True,44.5148,-87.9895,214438.0,887.0,
25823,Wisconsin,Buffalo,Donald Trump,REP,,True,44.5712,-91.6668,2587.0,256.0,
25831,Wisconsin,Burnett,Donald Trump,REP,,True,45.7813,-92.6836,1279.0,164.0,
25835,Wisconsin,Calumet,Donald Trump,REP,,True,44.1935,-88.2941,12209.0,147.0,
25845,Wisconsin,Chippewa,Donald Trump,REP,,True,44.9358,-91.3902,14197.0,484.0,
25856,Wisconsin,Clark,Donald Trump,REP,,True,44.5605,-90.5906,2285.0,321.0,
25867,Wisconsin,Columbia,Donald Trump,REP,,True,43.5489,-89.4658,10412.0,451.0,
25882,Wisconsin,Crawford,Donald Trump,REP,,True,43.0429,-91.1372,5605.0,370.0,
25893,Wisconsin,Dane,Joe Biden,DEM,,True,43.0822,-89.393,445499.0,1253.0,
25918,Wisconsin,Dodge,Donald Trump,REP,,True,43.4688,-88.8309,16322.0,861.0,
25939,Wisconsin,Door,Joe Biden,DEM,,True,44.8228,-87.366,8927.0,350.0,
25947,Wisconsin,Douglas,Joe Biden,DEM,,True,46.6941,-92.0823,26260.0,276.0,
25954,Wisconsin,Dunn,Donald Trump,REP,,True,44.8893,-91.9084,16479.0,464.0,
25965,Wisconsin,Eau Claire,Joe Biden,DEM,,True,44.8197,-91.4948,103197.0,807.0,
25970,Wisconsin,Florence,Donald Trump,REP,,True,45.9266,-88.2463,428.0,61.0,
25972,Wisconsin,Fond du Lac,Donald Trump,REP,,True,43.7718,-88.4397,42944.0,862.0,
25987,Wisconsin,Forest,Donald Trump,REP,,True,45.5686,-88.8973,1735.0,128.0,
25993,Wisconsin,Grant,Donald Trump,REP,,True,42.728,-90.4681,12113.0,757.0,
26015,Wisconsin,Green,Joe Biden,DEM,,True,42.603,-89.6381,10573.0,728.0,
26023,Wisconsin,Green Lake,Donald Trump,REP,,True,43.9704,-88.9504,5410.0,361.0,
