state,county,Population 18 to 24 years with Bachelor's degree or higher,Population 25 years and over with Bachelor's degree or higher
Virginia,Accomack,160,4693
Virginia,Albemarle,2132,43360
Virginia,Alleghany,78,1626
Virginia,Amelia,7,1685
Virginia,Amherst,276,4882
Virginia,Appomattox,86,2420
Virginia,Arlington,10613,132394
Virginia,Augusta,792,12420
Virginia,Bath,9,586
Virginia,Bedford,822,17699
Virginia,Bland,0,664
Virginia,Botetourt,177,6643
Virginia,Brunswick,54,1830
Virginia,Buchanan,95,1908
Virginia,Buckingham,92,1636
Virginia,Campbell,737,9384
Virginia,Caroline,160,4510
Virginia,Carroll,23,3335
Virginia,Charles City,26,886
Virginia,Charlotte,11,1165
Virginia,Chesterfield,3098,94139
Virginia,Clarke,136,3670
Virginia,Craig,38,834
Virginia,Culpeper,328,8846
Virginia,Cumberland,28,1202
Virginia,Dickenson,55,1221
Virginia,Dinwiddie,21,3639
Virginia,Essex,88,1273
Virginia,Fairfax,22892,486815
Virginia,Fauquier,840,17838
Virginia,Floyd,3,2539
Virginia,Fluvanna,132,7039
Virginia,Franklin,683,9302
Virginia,Frederick,833,16377
Virginia,Giles,69,2373
Virginia,Gloucester,105,6562
Virginia,Goochland,239,7705
Virginia,Grayson,58,1921
Virginia,Greene,174,4106
Virginia,Greensville,21,993
Virginia,Halifax,176,3977
Virginia,Hanover,857,29774
Virginia,Henrico,3990,101632
Virginia,Henry,173,5686
Virginia,Highland,0,520
Virginia,Isle of Wight,284,7470
Virginia,James City,592,28291
Virginia,King and Queen,10,1393
Virginia,King George,240,6294
Virginia,King William,100,2850
Virginia,Lancaster,79,2922
Virginia,Lee,67,1722
Virginia,Loudoun,6103,160853
Virginia,Louisa,246,6699
Virginia,Lunenburg,5,1116
Virginia,Madison,124,2368
Virginia,Mathews,51,1982
Virginia,Mecklenburg,119,5283
Virginia,Middlesex,25,2221
Virginia,Montgomery,2811,25870
Virginia,Nelson,112,3431
Virginia,New Kent,276,5276
Virginia,Northampton,58,2291
Virginia,Northumberland,24,3178
Virginia,Nottoway,92,1720
Virginia,Orange,306,6671
Virginia,Page,73,2500
Virginia,Patrick,72,2016
Virginia,Pittsylvania,409,6862
Virginia,Powhatan,163,6680
Virginia,Prince Edward,265,3358
Virginia,Prince George,110,6207
Virginia,Prince William,4484,125415
Virginia,Pulaski,194,5054
Virginia,Rappahannock,21,1872
Virginia,Richmond,106,1250
Virginia,Roanoke,1037,24480
Virginia,Rockbridge,122,4697
Virginia,Rockingham,733,15090
Virginia,Russell,169,2024
Virginia,Scott,130,2453
Virginia,Shenandoah,110,6121
Virginia,Smyth,106,3337
Virginia,Southampton,102,2556
Virginia,Spotsylvania,1064,28877
Virginia,Stafford,1538,39872
Virginia,Surry,100,1005
Virginia,Sussex,36,1102
Virginia,Tazewell,275,4567
Virginia,Warren,211,5772
Virginia,Washington,388,9699
Virginia,Westmoreland,199,2440
Virginia,Wise,150,4050
Virginia,Wythe,237,4015
Virginia,York,961,22899
Virginia,Alexandria city,2616,78039
Virginia,Bristol city,51,2656
Virginia,Buena Vista city,45,767
Virginia,Charlottesville city,1823,16915
Virginia,Chesapeake city,2301,56478
Virginia,Colonial Heights city,65,3232
Virginia,Covington city,38,604
Virginia,Danville city,204,5217
Virginia,Emporia city,0,403
Virginia,Fairfax city,581,9664
Virginia,Falls Church city,273,7751
Virginia,Franklin city,16,1081
Virginia,Fredericksburg city,837,7459
Virginia,Galax city,0,746
Virginia,Hampton city,1171,24185
Virginia,Harrisonburg city,1579,9651
Virginia,Hopewell city,149,1908
Virginia,Lexington city,223,1557
Virginia,Lynchburg city,3011,16325
Virginia,Manassas city,405,8321
Virginia,Manassas Park city,184,2897
Virginia,Martinsville city,105,1870
Virginia,Newport News city,1903,32714
Virginia,Norfolk city,2917,46055
Virginia,Norton city,12,597
Virginia,Petersburg city,283,4350
Virginia,Poquoson city,224,3701
Virginia,Portsmouth city,601,13236
Virginia,Radford city,1178,3356
Virginia,Richmond city,5078,66436
Virginia,Roanoke city,846,17291
Virginia,Salem city,169,5235
Virginia,Staunton city,306,5506
Virginia,Suffolk city,578,18389
Virginia,Virginia Beach city,4765,115191
Virginia,Waynesboro city,180,4537
Virginia,Williamsburg city,369,3893
Virginia,Winchester city,175,6397
Washington,Adams,124,1489
Washington,Asotin,207,3815
Washington,Benton,1412,41189
Washington,Chelan,438,13838
Washington,Clallam,179,16985
Washington,Clark,3109,102707
Washington,Columbia,13,769
Washington,Cowlitz,235,12824
Washington,Douglas,161,5798
Washington,Ferry,7,1273
Washington,Franklin,305,10285
Washington,Garfield,5,438
Washington,Grant,666,10602
Washington,Grays Harbor,325,8648
Washington,Island,376,21005
Washington,Jefferson,99,11343
Washington,King,41642,851818
Washington,Kitsap,1749,64694
Washington,Kittitas,1212,9842
Washington,Klickitat,105,5014
Washington,Lewis,193,10768
Washington,Lincoln,20,1971
Washington,Mason,148,8695
Washington,Okanogan,109,5968
Washington,Pacific,122,3504
Washington,Pend Oreille,49,2122
Washington,Pierce,7190,166650
Washington,San Juan,41,7178
Washington,Skagit,498,24691
Washington,Skamania,28,2341
Washington,Snohomish,6887,185346
Washington,Spokane,4327,111358
Washington,Stevens,130,6655
Washington,Thurston,1941,71785
Washington,Wahkiakum,0,681
Washington,Walla Walla,448,11460
Washington,Whatcom,3605,52830
Washington,Whitman,1637,12022
Washington,Yakima,1034,26837
WestVirginia,Barbour,61,1573
WestVirginia,Berkeley,964,18542
WestVirginia,Boone,85,1822
WestVirginia,Braxton,63,1452
WestVirginia,Brooke,81,3250
WestVirginia,Cabell,1781,16925
WestVirginia,Calhoun,31,663
WestVirginia,Clay,124,607
WestVirginia,Doddridge,151,1042
WestVirginia,Fayette,258,4751
WestVirginia,Gilmer,205,932
WestVirginia,Grant,69,1078
WestVirginia,Greenbrier,100,5182
WestVirginia,Hampshire,176,2117
WestVirginia,Hancock,227,3527
WestVirginia,Hardy,5,1395
WestVirginia,Harrison,532,11136
WestVirginia,Jackson,159,3695
WestVirginia,Jefferson,537,12506
WestVirginia,Kanawha,843,34612
WestVirginia,Lewis,64,1803
WestVirginia,Lincoln,0,1133
WestVirginia,Logan,70,2911
WestVirginia,McDowell,0,909
WestVirginia,Marion,554,8925
WestVirginia,Marshall,128,4233
WestVirginia,Mason,152,3304
WestVirginia,Mercer,371,8463
WestVirginia,Mineral,116,3411
WestVirginia,Mingo,20,1689
WestVirginia,Monongalia,3375,28990
WestVirginia,Monroe,0,1533
WestVirginia,Morgan,35,2497
WestVirginia,Nicholas,50,3229
WestVirginia,Ohio,353,9307
WestVirginia,Pendleton,14,959
WestVirginia,Pleasants,83,564
WestVirginia,Pocahontas,41,874
WestVirginia,Preston,202,4062
WestVirginia,Putnam,355,10472
WestVirginia,Raleigh,345,10621
WestVirginia,Randolph,96,3283
WestVirginia,Ritchie,9,847
WestVirginia,Roane,129,1292
WestVirginia,Summers,0,1594
WestVirginia,Taylor,146,2334
WestVirginia,Tucker,41,1050
WestVirginia,Tyler,12,1044
WestVirginia,Upshur,120,2719
WestVirginia,Wayne,121,5054
WestVirginia,Webster,6,627
WestVirginia,Wetzel,41,1393
WestVirginia,Wirt,36,461
WestVirginia,Wood,537,13232
WestVirginia,Wyoming,57,1799
Wisconsin,Adams,65,2394
Wisconsin,Ashland,94,2047
Wisconsin,Barron,182,6635
Wisconsin,Bayfield,131,3716
Wisconsin,Brown,3375,53394
Wisconsin,Buffalo,77,1827
Wisconsin,Burnett,78,2492
Wisconsin,Calumet,519,10308
Wisconsin,Chippewa,342,10066
Wisconsin,Clark,92,2914
Wisconsin,Columbia,575,9869
Wisconsin,Crawford,87,2225
Wisconsin,Dane,18445,187927
Wisconsin,Dodge,542,11466
Wisconsin,Door,130,7508
Wisconsin,Douglas,227,8041
Wisconsin,Dunn,631,8175
Wisconsin,Eau Claire,1396,22006
Wisconsin,Florence,37,736
Wisconsin,Fond du Lac,716,17140
Wisconsin,Forest,29,985
Wisconsin,Grant,260,7413
Wisconsin,Green,139,6102
Wisconsin,Green Lake,70,2781
Wisconsin,Iowa,130,4210
Wisconsin,Iron,3,996
Wisconsin,Jackson,91,2279
Wisconsin,Jefferson,551,15767
Wisconsin,Juneau,109,2932
Wisconsin,Kenosha,1776,31698
Wisconsin,Kewaunee,121,2898
Wisconsin,La Crosse,1852,27488
Wisconsin,Lafayette,65,2211
Wisconsin,Langlade,282,2334
Wisconsin,Lincoln,171,3854
Wisconsin,Manitowoc,489,12475
Wisconsin,Marathon,1079,24672
Wisconsin,Marinette,144,4948
Wisconsin,Marquette,46,1631
Wisconsin,Menominee,14,444
Wisconsin,Milwaukee,9946,197643
Wisconsin,Monroe,197,6661
Wisconsin,Oconto,217,4733
Wisconsin,Oneida,300,7173
Wisconsin,Outagamie,1537,38120
Wisconsin,Ozaukee,1165,30900
Wisconsin,Pepin,42,1053
Wisconsin,Pierce,451,7977
Wisconsin,Polk,172,7131
Wisconsin,Portage,1153,15310
Wisconsin,Price,68,1739
Wisconsin,Racine,1442,34569
Wisconsin,Richland,41,2437
Wisconsin,Rock,755,26088
Wisconsin,Rusk,34,1741
Wisconsin,St. Croix,748,22360
Wisconsin,Sauk,444,10646
Wisconsin,Sawyer,64,3080
Wisconsin,Shawano,177,4769
Wisconsin,Sheboygan,1232,20605
Wisconsin,Taylor,42,2294
Wisconsin,Trempealeau,156,3821
Wisconsin,Vernon,124,4736
Wisconsin,Vilas,165,4789
Wisconsin,Walworth,1190,20293
Wisconsin,Washburn,80,2693
Wisconsin,Washington,1779,31578
Wisconsin,Waukesha,4820,127542
Wisconsin,Waupaca,218,7771
Wisconsin,Waushara,90,3060
Wisconsin,Winnebago,2191,33506
Wisconsin,Wood,439,10725
Wyoming,Albany,1879,11983
Wyoming,Big Horn,14,1600
Wyoming,Campbell,86,5964
Wyoming,Carbon,22,2122
Wyoming,Converse,34,1865
Wyoming,Crook,21,1248
Wyoming,Fremont,274,6615
Wyoming,Goshen,25,2389
Wyoming,Hot Springs,0,800
Wyoming,Johnson,0,2057
Wyoming,Laramie,586,20426
Wyoming,Lincoln,116,2921
Wyoming,Natrona,329,12826
Wyoming,Niobrara,0,298
Wyoming,Park,131,7352
Wyoming,Platte,96,1252
Wyoming,Sheridan,161,6597
Wyoming,Sublette,4,1944
Wyoming,Sweetwater,225,5989
Wyoming,Teton,172,9789
Wyoming,Uinta,59,2501
Wyoming,Washakie,32,1313
Wyoming,Weston,68,848
PuertoRico,Adjuntas Municipio,204,2036
PuertoRico,Aguada Municipio,604,5612
PuertoRico,Aguadilla Municipio,424,8848
PuertoRico,Aguas Buenas Municipio,189,3152
PuertoRico,Aibonito Municipio,108,3777
PuertoRico,Añasco Municipio,349,3292
PuertoRico,Arecibo Municipio,935,14436
PuertoRico,Arroyo Municipio,100,2291
PuertoRico,Barceloneta Municipio,64,3805
PuertoRico,Barranquitas Municipio,354,3761
PuertoRico,Bayamón Municipio,1689,37035
PuertoRico,Cabo Rojo Municipio,351,9067
PuertoRico,Caguas Municipio,959,29770
PuertoRico,Camuy Municipio,272,4840
PuertoRico,Canóvanas Municipio,357,7590
PuertoRico,Carolina Municipio,1285,36184
PuertoRico,Cataño Municipio,186,3422
PuertoRico,Cayey Municipio,470,8206
PuertoRico,Ceiba Municipio,65,1595
PuertoRico,Ciales Municipio,50,1808
PuertoRico,Cidra Municipio,385,6758
PuertoRico,Coamo Municipio,323,5876
PuertoRico,Comerío Municipio,280,1942
PuertoRico,Corozal Municipio,231,4819
PuertoRico,Culebra Municipio,0,174
PuertoRico,Dorado Municipio,284,7935
PuertoRico,Fajardo Municipio,254,5923
PuertoRico,Florida Municipio,0,1295
PuertoRico,Guánica Municipio,190,1754
PuertoRico,Guayama Municipio,291,6208
PuertoRico,Guayanilla Municipio,90,3145
PuertoRico,Guaynabo Municipio,1207,29443
PuertoRico,Gurabo Municipio,388,11070
PuertoRico,Hatillo Municipio,508,7781
PuertoRico,Hormigueros Municipio,8,2831
PuertoRico,Humacao Municipio,459,9097
PuertoRico,Isabela Municipio,372,7177
PuertoRico,Jayuya Municipio,0,2002
PuertoRico,Juana Díaz Municipio,518,8089
PuertoRico,Juncos Municipio,198,5360
PuertoRico,Lajas Municipio,216,2693
PuertoRico,Lares Municipio,69,3402
PuertoRico,Las Marías Municipio,99,979
PuertoRico,Las Piedras Municipio,449,6366
PuertoRico,Loíza Municipio,103,2836
PuertoRico,Luquillo Municipio,106,2776
PuertoRico,Manatí Municipio,217,6352
PuertoRico,Maricao Municipio,28,482
PuertoRico,Maunabo Municipio,112,1347
PuertoRico,Mayagüez Municipio,732,13676
PuertoRico,Moca Municipio,357,5324
PuertoRico,Morovis Municipio,282,3650
PuertoRico,Naguabo Municipio,192,3895
PuertoRico,Naranjito Municipio,257,3352
PuertoRico,Orocovis Municipio,136,2387
PuertoRico,Patillas Municipio,104,2200
PuertoRico,Peñuelas Municipio,145,3042
PuertoRico,Ponce Municipio,1088,27495
PuertoRico,Quebradillas Municipio,186,3353
PuertoRico,Rincón Municipio,27,2321
PuertoRico,Río Grande Municipio,598,8447
PuertoRico,Sabana Grande Municipio,419,3200
PuertoRico,Salinas Municipio,382,3367
PuertoRico,San Germán Municipio,218,5113
PuertoRico,San Juan Municipio,3388,93934
PuertoRico,San Lorenzo Municipio,190,5081
PuertoRico,San Sebastián Municipio,328,5188
PuertoRico,Santa Isabel Municipio,218,3661
PuertoRico,Toa Alta Municipio,807,13927
PuertoRico,Toa Baja Municipio,612,14269
PuertoRico,Trujillo Alto Municipio,628,16662
PuertoRico,Utuado Municipio,225,3911
PuertoRico,Vega Alta Municipio,357,5864
PuertoRico,Vega Baja Municipio,401,7948
PuertoRico,Vieques Municipio,55,782
PuertoRico,Villalba Municipio,358,2970
PuertoRico,Yabucoa Municipio,386,4186
PuertoRico,Yauco Municipio,305,6156
